年,月,日,品目コード,品目名,都市コード,都市名,価格
2021,11,26,30200,かぶ,1301,東京都,105
2021,11,27,30200,かぶ,1301,東京都,104
2021,11,29,30200,かぶ,1301,東京都,107
2021,11,30,30200,かぶ,1301,東京都,110
2021,11,22,30200,かぶ,1401,横浜市,110
2021,11,24,30200,かぶ,1401,横浜市,101
2021,11,25,30200,かぶ,1401,横浜市,104
2021,11,26,30200,かぶ,1401,横浜市,101
2021,11,27,30200,かぶ,1401,横浜市,105
2021,11,29,30200,かぶ,1401,横浜市,107
2021,11,30,30200,かぶ,1401,横浜市,104
2021,11,22,30200,かぶ,1701,金沢市,138
2021,11,24,30200,かぶ,1701,金沢市,126
2021,11,25,30200,かぶ,1701,金沢市,104
2021,11,26,30200,かぶ,1701,金沢市,107
2021,11,27,30200,かぶ,1701,金沢市,108
2021,11,29,30200,かぶ,1701,金沢市,106
2021,11,30,30200,かぶ,1701,金沢市,122
2021,11,22,30200,かぶ,2301,名古屋市,93
2021,11,24,30200,かぶ,2301,名古屋市,125
2021,11,25,30200,かぶ,2301,名古屋市,88
2021,11,26,30200,かぶ,2301,名古屋市,95
2021,11,27,30200,かぶ,2301,名古屋市,98
2021,11,29,30200,かぶ,2301,名古屋市,85
2021,11,30,30200,かぶ,2301,名古屋市,89
2021,11,22,30200,かぶ,2601,京都市,84
2021,11,24,30200,かぶ,2601,京都市,81
2021,11,25,30200,かぶ,2601,京都市,79
2021,11,26,30200,かぶ,2601,京都市,77
2021,11,27,30200,かぶ,2601,京都市,76
2021,11,29,30200,かぶ,2601,京都市,86
2021,11,30,30200,かぶ,2601,京都市,75
2021,11,22,30200,かぶ,2701,大阪市,123
2021,11,24,30200,かぶ,2701,大阪市,140
2021,11,25,30200,かぶ,2701,大阪市,129
2021,11,26,30200,かぶ,2701,大阪市,116
2021,11,27,30200,かぶ,2701,大阪市,117
2021,11,29,30200,かぶ,2701,大阪市,124
2021,11,30,30200,かぶ,2701,大阪市,126
2021,11,22,30200,かぶ,2801,神戸市,185
2021,11,24,30200,かぶ,2801,神戸市,172
2021,11,25,30200,かぶ,2801,神戸市,182
2021,11,26,30200,かぶ,2801,神戸市,188
2021,11,27,30200,かぶ,2801,神戸市,190
2021,11,29,30200,かぶ,2801,神戸市,187
2021,11,30,30200,かぶ,2801,神戸市,172
2021,11,22,30200,かぶ,3401,広島市,86
2021,11,24,30200,かぶ,3401,広島市,92
2021,11,25,30200,かぶ,3401,広島市,77
2021,11,26,30200,かぶ,3401,広島市,72
2021,11,27,30200,かぶ,3401,広島市,84
2021,11,29,30200,かぶ,3401,広島市,80
2021,11,30,30200,かぶ,3401,広島市,70
2021,11,22,30200,かぶ,3701,高松市,219
2021,11,24,30200,かぶ,3701,高松市,220
2021,11,25,30200,かぶ,3701,高松市,200
2021,11,26,30200,かぶ,3701,高松市,190
2021,11,27,30200,かぶ,3701,高松市,146
2021,11,29,30200,かぶ,3701,高松市,220
2021,11,30,30200,かぶ,3701,高松市,162
2021,11,22,30200,かぶ,4001,北九州市,226
2021,11,24,30200,かぶ,4001,北九州市,199
2021,11,25,30200,かぶ,4001,北九州市,167
2021,11,26,30200,かぶ,4001,北九州市,186
2021,11,27,30200,かぶ,4001,北九州市,155
2021,11,29,30200,かぶ,4001,北九州市,116
2021,11,30,30200,かぶ,4001,北九州市,291
2021,11,22,30200,かぶ,4002,福岡市,108
2021,11,24,30200,かぶ,4002,福岡市,88
2021,11,25,30200,かぶ,4002,福岡市,77
2021,11,26,30200,かぶ,4002,福岡市,59
2021,11,27,30200,かぶ,4002,福岡市,76
2021,11,29,30200,かぶ,4002,福岡市,74
2021,11,30,30200,かぶ,4002,福岡市,98
2021,11,22,30200,かぶ,4701,沖縄県,215
2021,11,25,30200,かぶ,4701,沖縄県,288
2021,11,29,30200,かぶ,4701,沖縄県,154
2021,11,22,30200,かぶ,5101,札幌市,136
2021,11,24,30200,かぶ,5101,札幌市,142
2021,11,25,30200,かぶ,5101,札幌市,110
2021,11,26,30200,かぶ,5101,札幌市,109
2021,11,27,30200,かぶ,5101,札幌市,113
2021,11,29,30200,かぶ,5101,札幌市,111
2021,11,30,30200,かぶ,5101,札幌市,157
2021,11,22,30300,にんじん,0401,仙台市,89
2021,11,24,30300,にんじん,0401,仙台市,90
2021,11,25,30300,にんじん,0401,仙台市,81
2021,11,26,30300,にんじん,0401,仙台市,79
2021,11,27,30300,にんじん,0401,仙台市,84
2021,11,29,30300,にんじん,0401,仙台市,78
2021,11,30,30300,にんじん,0401,仙台市,83
2021,11,22,30300,にんじん,1301,東京都,101
2021,11,24,30300,にんじん,1301,東京都,95
2021,11,25,30300,にんじん,1301,東京都,95
2021,11,26,30300,にんじん,1301,東京都,90
2021,11,27,30300,にんじん,1301,東京都,94
2021,11,29,30300,にんじん,1301,東京都,86
2021,11,30,30300,にんじん,1301,東京都,82
2021,11,22,30300,にんじん,1401,横浜市,101
2021,11,24,30300,にんじん,1401,横浜市,94
2021,11,25,30300,にんじん,1401,横浜市,97
2021,11,26,30300,にんじん,1401,横浜市,93
2021,11,27,30300,にんじん,1401,横浜市,95
2021,11,29,30300,にんじん,1401,横浜市,89
2021,11,30,30300,にんじん,1401,横浜市,87
2021,11,22,30300,にんじん,1701,金沢市,113
2021,11,24,30300,にんじん,1701,金沢市,114
2021,11,25,30300,にんじん,1701,金沢市,102
2021,11,26,30300,にんじん,1701,金沢市,114
2021,11,27,30300,にんじん,1701,金沢市,98
2021,11,29,30300,にんじん,1701,金沢市,108
2021,11,30,30300,にんじん,1701,金沢市,117
2021,11,22,30300,にんじん,2301,名古屋市,117
2021,11,24,30300,にんじん,2301,名古屋市,103
2021,11,25,30300,にんじん,2301,名古屋市,110
2021,11,26,30300,にんじん,2301,名古屋市,59
2021,11,27,30300,にんじん,2301,名古屋市,105
2021,11,29,30300,にんじん,2301,名古屋市,108
2021,11,30,30300,にんじん,2301,名古屋市,96
2021,11,22,30300,にんじん,2601,京都市,99
2021,11,24,30300,にんじん,2601,京都市,102
2021,11,25,30300,にんじん,2601,京都市,117
2021,11,26,30300,にんじん,2601,京都市,110
2021,11,27,30300,にんじん,2601,京都市,119
2021,11,29,30300,にんじん,2601,京都市,91
2021,11,30,30300,にんじん,2601,京都市,103
2021,11,22,30300,にんじん,2701,大阪市,113
2021,11,24,30300,にんじん,2701,大阪市,105
2021,11,25,30300,にんじん,2701,大阪市,110
2021,11,26,30300,にんじん,2701,大阪市,99
2021,11,27,30300,にんじん,2701,大阪市,98
2021,11,29,30300,にんじん,2701,大阪市,98
2021,11,30,30300,にんじん,2701,大阪市,96
2021,11,22,30300,にんじん,2801,神戸市,127
2021,11,24,30300,にんじん,2801,神戸市,123
2021,11,25,30300,にんじん,2801,神戸市,116
2021,11,26,30300,にんじん,2801,神戸市,110
2021,11,27,30300,にんじん,2801,神戸市,100
2021,11,29,30300,にんじん,2801,神戸市,102
2021,11,30,30300,にんじん,2801,神戸市,99
2021,11,22,30300,にんじん,3401,広島市,120
2021,11,24,30300,にんじん,3401,広島市,109
2021,11,25,30300,にんじん,3401,広島市,131
2021,11,26,30300,にんじん,3401,広島市,97
2021,11,27,30300,にんじん,3401,広島市,115
2021,11,29,30300,にんじん,3401,広島市,107
2021,11,30,30300,にんじん,3401,広島市,102
2021,11,22,30300,にんじん,3701,高松市,156
2021,11,24,30300,にんじん,3701,高松市,134
2021,11,25,30300,にんじん,3701,高松市,160
2021,11,26,30300,にんじん,3701,高松市,140
2021,11,27,30300,にんじん,3701,高松市,104
2021,11,29,30300,にんじん,3701,高松市,121
2021,11,30,30300,にんじん,3701,高松市,123
2021,11,22,30300,にんじん,4001,北九州市,141
2021,11,24,30300,にんじん,4001,北九州市,124
2021,11,25,30300,にんじん,4001,北九州市,138
2021,11,26,30300,にんじん,4001,北九州市,113
2021,11,27,30300,にんじん,4001,北九州市,116
2021,11,29,30300,にんじん,4001,北九州市,103
2021,11,30,30300,にんじん,4001,北九州市,102
2021,11,22,30300,にんじん,4002,福岡市,113
2021,11,24,30300,にんじん,4002,福岡市,109
2021,11,25,30300,にんじん,4002,福岡市,100
2021,11,26,30300,にんじん,4002,福岡市,102
2021,11,27,30300,にんじん,4002,福岡市,90
2021,11,29,30300,にんじん,4002,福岡市,91
2021,11,30,30300,にんじん,4002,福岡市,92
2021,11,22,30300,にんじん,4701,沖縄県,186
2021,11,25,30300,にんじん,4701,沖縄県,157
2021,11,26,30300,にんじん,4701,沖縄県,164
2021,11,27,30300,にんじん,4701,沖縄県,176
2021,11,29,30300,にんじん,4701,沖縄県,135
2021,11,30,30300,にんじん,4701,沖縄県,177
2021,11,22,30300,にんじん,5101,札幌市,71
2021,11,24,30300,にんじん,5101,札幌市,70
2021,11,25,30300,にんじん,5101,札幌市,70
2021,11,26,30300,にんじん,5101,札幌市,72
2021,11,27,30300,にんじん,5101,札幌市,88
2021,11,29,30300,にんじん,5101,札幌市,80
2021,11,30,30300,にんじん,5101,札幌市,79
2021,11,22,30400,ごぼう,0401,仙台市,120
2021,11,24,30400,ごぼう,0401,仙台市,113
2021,11,25,30400,ごぼう,0401,仙台市,106
2021,11,26,30400,ごぼう,0401,仙台市,186
2021,11,27,30400,ごぼう,0401,仙台市,150
2021,11,29,30400,ごぼう,0401,仙台市,141
2021,11,30,30400,ごぼう,0401,仙台市,149
2021,11,22,30400,ごぼう,1301,東京都,319
2021,11,24,30400,ごぼう,1301,東京都,170
2021,11,25,30400,ごぼう,1301,東京都,287
2021,11,26,30400,ごぼう,1301,東京都,294
2021,11,27,30400,ごぼう,1301,東京都,256
2021,11,29,30400,ごぼう,1301,東京都,248
2021,11,30,30400,ごぼう,1301,東京都,233
2021,11,22,30400,ごぼう,1401,横浜市,292
2021,11,24,30400,ごぼう,1401,横浜市,217
2021,11,25,30400,ごぼう,1401,横浜市,439
2021,11,26,30400,ごぼう,1401,横浜市,168
2021,11,27,30400,ごぼう,1401,横浜市,397
2021,11,29,30400,ごぼう,1401,横浜市,273
2021,11,30,30400,ごぼう,1401,横浜市,254
2021,11,22,30400,ごぼう,1701,金沢市,145
2021,11,24,30400,ごぼう,1701,金沢市,255
2021,11,25,30400,ごぼう,1701,金沢市,199
2021,11,26,30400,ごぼう,1701,金沢市,216
2021,11,27,30400,ごぼう,1701,金沢市,196
2021,11,29,30400,ごぼう,1701,金沢市,171
2021,11,30,30400,ごぼう,1701,金沢市,200
2021,11,22,30400,ごぼう,2301,名古屋市,257
2021,11,24,30400,ごぼう,2301,名古屋市,195
2021,11,25,30400,ごぼう,2301,名古屋市,206
2021,11,26,30400,ごぼう,2301,名古屋市,211
2021,11,27,30400,ごぼう,2301,名古屋市,213
2021,11,29,30400,ごぼう,2301,名古屋市,227
2021,11,30,30400,ごぼう,2301,名古屋市,190
2021,11,22,30400,ごぼう,2601,京都市,178
2021,11,24,30400,ごぼう,2601,京都市,165
2021,11,25,30400,ごぼう,2601,京都市,432
2021,11,26,30400,ごぼう,2601,京都市,311
2021,11,27,30400,ごぼう,2601,京都市,288
2021,11,29,30400,ごぼう,2601,京都市,279
2021,11,30,30400,ごぼう,2601,京都市,487
2021,11,22,30400,ごぼう,2701,大阪市,214
2021,11,24,30400,ごぼう,2701,大阪市,189
2021,11,25,30400,ごぼう,2701,大阪市,199
2021,11,26,30400,ごぼう,2701,大阪市,281
2021,11,27,30400,ごぼう,2701,大阪市,178
2021,11,29,30400,ごぼう,2701,大阪市,208
2021,11,30,30400,ごぼう,2701,大阪市,190
2021,11,22,30400,ごぼう,2801,神戸市,161
2021,11,24,30400,ごぼう,2801,神戸市,188
2021,11,25,30400,ごぼう,2801,神戸市,204
2021,11,26,30400,ごぼう,2801,神戸市,166
2021,11,27,30400,ごぼう,2801,神戸市,214
2021,11,29,30400,ごぼう,2801,神戸市,180
2021,11,30,30400,ごぼう,2801,神戸市,185
2021,11,22,30400,ごぼう,3401,広島市,463
2021,11,24,30400,ごぼう,3401,広島市,301
2021,11,25,30400,ごぼう,3401,広島市,206
2021,11,26,30400,ごぼう,3401,広島市,378
2021,11,27,30400,ごぼう,3401,広島市,242
2021,11,29,30400,ごぼう,3401,広島市,392
2021,11,30,30400,ごぼう,3401,広島市,188
2021,11,22,30400,ごぼう,3701,高松市,233
2021,11,24,30400,ごぼう,3701,高松市,242
2021,11,25,30400,ごぼう,3701,高松市,231
2021,11,26,30400,ごぼう,3701,高松市,386
2021,11,27,30400,ごぼう,3701,高松市,230
2021,11,29,30400,ごぼう,3701,高松市,249
2021,11,30,30400,ごぼう,3701,高松市,198
2021,11,22,30400,ごぼう,4001,北九州市,417
2021,11,24,30400,ごぼう,4001,北九州市,202
2021,11,25,30400,ごぼう,4001,北九州市,545
2021,11,26,30400,ごぼう,4001,北九州市,239
2021,11,27,30400,ごぼう,4001,北九州市,302
2021,11,29,30400,ごぼう,4001,北九州市,556
2021,11,30,30400,ごぼう,4001,北九州市,374
2021,11,22,30400,ごぼう,4002,福岡市,176
2021,11,24,30400,ごぼう,4002,福岡市,183
2021,11,25,30400,ごぼう,4002,福岡市,234
2021,11,26,30400,ごぼう,4002,福岡市,257
2021,11,27,30400,ごぼう,4002,福岡市,213
2021,11,29,30400,ごぼう,4002,福岡市,204
2021,11,30,30400,ごぼう,4002,福岡市,213
2021,11,22,30400,ごぼう,4701,沖縄県,243
2021,11,25,30400,ごぼう,4701,沖縄県,203
2021,11,26,30400,ごぼう,4701,沖縄県,154
2021,11,27,30400,ごぼう,4701,沖縄県,314
2021,11,29,30400,ごぼう,4701,沖縄県,188
2021,11,30,30400,ごぼう,4701,沖縄県,209
2021,11,22,30400,ごぼう,5101,札幌市,92
2021,11,24,30400,ごぼう,5101,札幌市,97
2021,11,25,30400,ごぼう,5101,札幌市,97
2021,11,26,30400,ごぼう,5101,札幌市,98
2021,11,27,30400,ごぼう,5101,札幌市,97
2021,11,29,30400,ごぼう,5101,札幌市,88
2021,11,30,30400,ごぼう,5101,札幌市,95
2021,11,29,30500,たけのこ,0401,仙台市,1350
2021,11,22,30500,たけのこ,1301,東京都,1834
2021,11,24,30500,たけのこ,1301,東京都,1754
2021,11,25,30500,たけのこ,1301,東京都,2084
2021,11,26,30500,たけのこ,1301,東京都,1913
2021,11,27,30500,たけのこ,1301,東京都,1592
2021,11,29,30500,たけのこ,1301,東京都,1900
2021,11,30,30500,たけのこ,1301,東京都,1683
2021,11,22,30500,たけのこ,1401,横浜市,1485
2021,11,24,30500,たけのこ,1401,横浜市,2484
2021,11,26,30500,たけのこ,1401,横浜市,1485
2021,11,27,30500,たけのこ,1401,横浜市,750
2021,11,29,30500,たけのこ,1401,横浜市,1350
2021,11,24,30500,たけのこ,2301,名古屋市,2124
2021,11,25,30500,たけのこ,2301,名古屋市,3780
2021,11,26,30500,たけのこ,2301,名古屋市,2015
2021,11,27,30500,たけのこ,2301,名古屋市,1404
2021,11,29,30500,たけのこ,2301,名古屋市,2670
2021,11,30,30500,たけのこ,2301,名古屋市,2319
2021,11,27,30500,たけのこ,2601,京都市,3726
2021,11,24,30500,たけのこ,2701,大阪市,1444
2021,11,26,30500,たけのこ,2701,大阪市,1386
2021,11,27,30500,たけのこ,2701,大阪市,1371
2021,11,29,30500,たけのこ,2701,大阪市,1750
2021,11,30,30500,たけのこ,2701,大阪市,1744
2021,11,22,30500,たけのこ,4001,北九州市,3578
2021,11,25,30500,たけのこ,4001,北九州市,4185
2021,11,27,30500,たけのこ,4001,北九州市,4232
2021,11,29,30500,たけのこ,4001,北九州市,3790
2021,11,30,30500,たけのこ,4001,北九州市,3442
2021,11,25,30500,たけのこ,4002,福岡市,5400
2021,11,27,30500,たけのこ,4002,福岡市,2984
2021,11,30,30500,たけのこ,4002,福岡市,1075
2021,11,22,30600,れんこん,0401,仙台市,400
2021,11,24,30600,れんこん,0401,仙台市,383
2021,11,25,30600,れんこん,0401,仙台市,383
2021,11,26,30600,れんこん,0401,仙台市,379
2021,11,27,30600,れんこん,0401,仙台市,367
2021,11,29,30600,れんこん,0401,仙台市,372
2021,11,30,30600,れんこん,0401,仙台市,379
2021,11,22,30600,れんこん,1301,東京都,422
2021,11,24,30600,れんこん,1301,東京都,401
2021,11,25,30600,れんこん,1301,東京都,398
2021,11,26,30600,れんこん,1301,東京都,396
2021,11,27,30600,れんこん,1301,東京都,399
2021,11,29,30600,れんこん,1301,東京都,404
2021,11,30,30600,れんこん,1301,東京都,400
2021,11,22,30600,れんこん,1401,横浜市,395
2021,11,24,30600,れんこん,1401,横浜市,376
2021,11,25,30600,れんこん,1401,横浜市,373
2021,11,26,30600,れんこん,1401,横浜市,376
2021,11,27,30600,れんこん,1401,横浜市,380
2021,11,29,30600,れんこん,1401,横浜市,388
2021,11,30,30600,れんこん,1401,横浜市,392
2021,11,22,30600,れんこん,1701,金沢市,584
2021,11,24,30600,れんこん,1701,金沢市,569
2021,11,25,30600,れんこん,1701,金沢市,577
2021,11,26,30600,れんこん,1701,金沢市,577
2021,11,27,30600,れんこん,1701,金沢市,594
2021,11,29,30600,れんこん,1701,金沢市,622
2021,11,30,30600,れんこん,1701,金沢市,585
2021,11,22,30600,れんこん,2301,名古屋市,345
2021,11,24,30600,れんこん,2301,名古屋市,345
2021,11,25,30600,れんこん,2301,名古屋市,343
2021,11,26,30600,れんこん,2301,名古屋市,354
2021,11,27,30600,れんこん,2301,名古屋市,349
2021,11,29,30600,れんこん,2301,名古屋市,374
2021,11,30,30600,れんこん,2301,名古屋市,358
