年,月,日,品目コード,品目名,都市コード,都市名,価格
2021,10,14,30100,だいこん,4701,沖縄県,161.0
2021,10,14,30100,だいこん,5101,札幌市,58.0
2021,10,15,30100,だいこん,0401,仙台市,78.0
2021,10,15,30100,だいこん,1301,東京都,80.0
2021,10,15,30100,だいこん,1401,横浜市,91.0
2021,10,15,30100,だいこん,1701,金沢市,97.0
2021,10,15,30100,だいこん,2301,名古屋市,80.0
2021,10,15,30100,だいこん,2601,京都市,65.0
2021,10,15,30100,だいこん,2701,大阪市,81.0
2021,10,15,30100,だいこん,2801,神戸市,79.0
2021,10,15,30100,だいこん,3401,広島市,92.0
2021,10,15,30100,だいこん,3701,高松市,86.0
2021,10,15,30100,だいこん,4001,北九州市,83.0
2021,10,15,30100,だいこん,4002,福岡市,63.0
2021,10,15,30100,だいこん,4701,沖縄県,132.0
2021,10,15,30100,だいこん,5101,札幌市,56.0
2021,10,16,30100,だいこん,0401,仙台市,80.0
2021,10,16,30100,だいこん,1301,東京都,77.0
2021,10,16,30100,だいこん,1401,横浜市,79.0
2021,10,16,30100,だいこん,1701,金沢市,99.0
2021,10,16,30100,だいこん,2301,名古屋市,74.0
2021,10,16,30100,だいこん,2601,京都市,64.0
2021,10,16,30100,だいこん,2701,大阪市,84.0
2021,10,16,30100,だいこん,2801,神戸市,85.0
2021,10,16,30100,だいこん,3401,広島市,86.0
2021,10,16,30100,だいこん,3701,高松市,82.0
2021,10,16,30100,だいこん,4001,北九州市,75.0
2021,10,16,30100,だいこん,4002,福岡市,68.0
2021,10,16,30100,だいこん,4701,沖縄県,127.0
2021,10,16,30100,だいこん,5101,札幌市,53.0
2021,10,18,30100,だいこん,0401,仙台市,69.0
2021,10,18,30100,だいこん,1301,東京都,78.0
2021,10,18,30100,だいこん,1401,横浜市,79.0
2021,10,18,30100,だいこん,1701,金沢市,93.0
2021,10,18,30100,だいこん,2301,名古屋市,81.0
2021,10,18,30100,だいこん,2601,京都市,61.0
2021,10,18,30100,だいこん,2701,大阪市,81.0
2021,10,18,30100,だいこん,2801,神戸市,82.0
2021,10,18,30100,だいこん,3401,広島市,86.0
2021,10,18,30100,だいこん,3701,高松市,95.0
2021,10,18,30100,だいこん,4001,北九州市,73.0
2021,10,18,30100,だいこん,4002,福岡市,68.0
2021,10,18,30100,だいこん,4701,沖縄県,124.0
2021,10,18,30100,だいこん,5101,札幌市,48.0
2021,10,19,30100,だいこん,0401,仙台市,72.0
2021,10,19,30100,だいこん,1301,東京都,76.0
2021,10,19,30100,だいこん,1401,横浜市,86.0
2021,10,19,30100,だいこん,1701,金沢市,100.0
2021,10,19,30100,だいこん,2301,名古屋市,83.0
2021,10,19,30100,だいこん,2601,京都市,61.0
2021,10,19,30100,だいこん,2701,大阪市,89.0
2021,10,19,30100,だいこん,2801,神戸市,83.0
2021,10,19,30100,だいこん,3401,広島市,83.0
2021,10,19,30100,だいこん,3701,高松市,97.0
2021,10,19,30100,だいこん,4001,北九州市,75.0
2021,10,19,30100,だいこん,4002,福岡市,68.0
2021,10,19,30100,だいこん,4701,沖縄県,128.0
2021,10,19,30100,だいこん,5101,札幌市,49.0
2021,10,21,30100,だいこん,0401,仙台市,71.0
2021,10,21,30100,だいこん,1301,東京都,77.0
2021,10,21,30100,だいこん,1401,横浜市,77.0
2021,10,21,30100,だいこん,1701,金沢市,114.0
2021,10,21,30100,だいこん,2301,名古屋市,81.0
2021,10,21,30100,だいこん,2601,京都市,68.0
2021,10,21,30100,だいこん,2701,大阪市,94.0
2021,10,21,30100,だいこん,2801,神戸市,91.0
2021,10,21,30100,だいこん,3401,広島市,80.0
2021,10,21,30100,だいこん,3701,高松市,104.0
2021,10,21,30100,だいこん,4001,北九州市,77.0
2021,10,21,30100,だいこん,4002,福岡市,69.0
2021,10,21,30100,だいこん,4701,沖縄県,121.0
2021,10,21,30100,だいこん,5101,札幌市,51.0
2021,10,22,30100,だいこん,0401,仙台市,73.0
2021,10,22,30100,だいこん,1301,東京都,77.0
2021,10,22,30100,だいこん,1401,横浜市,79.0
2021,10,22,30100,だいこん,1701,金沢市,96.0
2021,10,22,30100,だいこん,2301,名古屋市,89.0
2021,10,22,30100,だいこん,2601,京都市,66.0
2021,10,22,30100,だいこん,2701,大阪市,94.0
2021,10,22,30100,だいこん,2801,神戸市,83.0
2021,10,22,30100,だいこん,3401,広島市,84.0
2021,10,22,30100,だいこん,3701,高松市,116.0
2021,10,22,30100,だいこん,4001,北九州市,72.0
2021,10,22,30100,だいこん,4002,福岡市,66.0
2021,10,22,30100,だいこん,4701,沖縄県,112.0
2021,10,22,30100,だいこん,5101,札幌市,66.0
2021,10,23,30100,だいこん,0401,仙台市,76.0
2021,10,23,30100,だいこん,1301,東京都,79.0
2021,10,23,30100,だいこん,1401,横浜市,79.0
2021,10,23,30100,だいこん,1701,金沢市,102.0
2021,10,23,30100,だいこん,2301,名古屋市,88.0
2021,10,23,30100,だいこん,2601,京都市,72.0
2021,10,23,30100,だいこん,2701,大阪市,96.0
2021,10,23,30100,だいこん,2801,神戸市,83.0
2021,10,23,30100,だいこん,3401,広島市,84.0
2021,10,23,30100,だいこん,3701,高松市,111.0
2021,10,23,30100,だいこん,4001,北九州市,81.0
2021,10,23,30100,だいこん,4002,福岡市,72.0
2021,10,23,30100,だいこん,4701,沖縄県,141.0
2021,10,23,30100,だいこん,5101,札幌市,63.0
2021,10,25,30100,だいこん,0401,仙台市,77.0
2021,10,25,30100,だいこん,1301,東京都,82.0
2021,10,25,30100,だいこん,1401,横浜市,85.0
2021,10,25,30100,だいこん,1701,金沢市,104.0
2021,10,25,30100,だいこん,2301,名古屋市,92.0
2021,10,25,30100,だいこん,2601,京都市,67.0
2021,10,25,30100,だいこん,2701,大阪市,95.0
2021,10,25,30100,だいこん,2801,神戸市,87.0
2021,10,25,30100,だいこん,3401,広島市,96.0
2021,10,25,30100,だいこん,3701,高松市,121.0
2021,10,25,30100,だいこん,4001,北九州市,79.0
2021,10,25,30100,だいこん,4002,福岡市,73.0
2021,10,25,30100,だいこん,4701,沖縄県,128.0
2021,10,25,30100,だいこん,5101,札幌市,60.0
2021,10,26,30100,だいこん,0401,仙台市,79.0
2021,10,26,30100,だいこん,1301,東京都,86.0
2021,10,26,30100,だいこん,1401,横浜市,88.0
2021,10,26,30100,だいこん,1701,金沢市,107.0
2021,10,26,30100,だいこん,2301,名古屋市,97.0
2021,10,26,30100,だいこん,2601,京都市,71.0
2021,10,26,30100,だいこん,2701,大阪市,99.0
2021,10,26,30100,だいこん,2801,神戸市,100.0
2021,10,26,30100,だいこん,3401,広島市,93.0
2021,10,26,30100,だいこん,3701,高松市,110.0
2021,10,26,30100,だいこん,4001,北九州市,83.0
2021,10,26,30100,だいこん,4002,福岡市,75.0
2021,10,26,30100,だいこん,4701,沖縄県,118.0
2021,10,26,30100,だいこん,5101,札幌市,60.0
2021,10,28,30100,だいこん,0401,仙台市,76.0
2021,10,28,30100,だいこん,1301,東京都,96.0
2021,10,28,30100,だいこん,1401,横浜市,96.0
2021,10,28,30100,だいこん,1701,金沢市,112.0
2021,10,28,30100,だいこん,2301,名古屋市,90.0
2021,10,28,30100,だいこん,2601,京都市,74.0
2021,10,28,30100,だいこん,2701,大阪市,98.0
2021,10,28,30100,だいこん,2801,神戸市,103.0
2021,10,28,30100,だいこん,3401,広島市,95.0
2021,10,28,30100,だいこん,3701,高松市,125.0
2021,10,28,30100,だいこん,4001,北九州市,75.0
2021,10,28,30100,だいこん,4002,福岡市,74.0
2021,10,28,30100,だいこん,4701,沖縄県,114.0
2021,10,28,30100,だいこん,5101,札幌市,65.0
2021,10,29,30100,だいこん,0401,仙台市,77.0
2021,10,29,30100,だいこん,1301,東京都,90.0
2021,10,29,30100,だいこん,1401,横浜市,98.0
2021,10,29,30100,だいこん,1701,金沢市,113.0
2021,10,29,30100,だいこん,2301,名古屋市,102.0
2021,10,29,30100,だいこん,2601,京都市,77.0
2021,10,29,30100,だいこん,2701,大阪市,102.0
2021,10,29,30100,だいこん,2801,神戸市,108.0
2021,10,29,30100,だいこん,3401,広島市,96.0
2021,10,29,30100,だいこん,3701,高松市,109.0
2021,10,29,30100,だいこん,4001,北九州市,71.0
2021,10,29,30100,だいこん,4002,福岡市,67.0
2021,10,29,30100,だいこん,4701,沖縄県,107.0
2021,10,29,30100,だいこん,5101,札幌市,68.0
2021,10,30,30100,だいこん,0401,仙台市,74.0
2021,10,30,30100,だいこん,1301,東京都,93.0
2021,10,30,30100,だいこん,1401,横浜市,87.0
2021,10,30,30100,だいこん,1701,金沢市,101.0
2021,10,30,30100,だいこん,2301,名古屋市,97.0
2021,10,30,30100,だいこん,2601,京都市,75.0
2021,10,30,30100,だいこん,2701,大阪市,100.0
2021,10,30,30100,だいこん,2801,神戸市,93.0
2021,10,30,30100,だいこん,3401,広島市,94.0
2021,10,30,30100,だいこん,3701,高松市,96.0
2021,10,30,30100,だいこん,4001,北九州市,69.0
2021,10,30,30100,だいこん,4002,福岡市,64.0
2021,10,30,30100,だいこん,4701,沖縄県,115.0
2021,10,30,30100,だいこん,5101,札幌市,71.0
2021,11,1,30100,だいこん,0401,仙台市,77.0
2021,11,1,30100,だいこん,1301,東京都,86.0
2021,11,1,30100,だいこん,1401,横浜市,84.0
2021,11,1,30100,だいこん,1701,金沢市,96.0
2021,11,1,30100,だいこん,2301,名古屋市,85.0
2021,11,1,30100,だいこん,2601,京都市,67.0
2021,11,1,30100,だいこん,2701,大阪市,90.0
2021,11,1,30100,だいこん,2801,神戸市,101.0
2021,11,1,30100,だいこん,3401,広島市,98.0
2021,11,1,30100,だいこん,3701,高松市,95.0
2021,11,1,30100,だいこん,4001,北九州市,64.0
2021,11,1,30100,だいこん,4002,福岡市,65.0
2021,11,1,30100,だいこん,4701,沖縄県,118.0
2021,11,1,30100,だいこん,5101,札幌市,58.0
2021,11,2,30100,だいこん,0401,仙台市,85.0
2021,11,2,30100,だいこん,1301,東京都,81.0
2021,11,2,30100,だいこん,1401,横浜市,81.0
2021,11,2,30100,だいこん,1701,金沢市,99.0
2021,11,2,30100,だいこん,2301,名古屋市,84.0
2021,11,2,30100,だいこん,2601,京都市,65.0
2021,11,2,30100,だいこん,2701,大阪市,90.0
2021,11,2,30100,だいこん,2801,神戸市,85.0
2021,11,2,30100,だいこん,3401,広島市,77.0
2021,11,2,30100,だいこん,3701,高松市,92.0
2021,11,2,30100,だいこん,4001,北九州市,65.0
2021,11,2,30100,だいこん,4002,福岡市,61.0
2021,11,2,30100,だいこん,4701,沖縄県,116.0
2021,11,2,30100,だいこん,5101,札幌市,55.0
2021,11,4,30100,だいこん,0401,仙台市,68.0
2021,11,4,30100,だいこん,1301,東京都,72.0
2021,11,4,30100,だいこん,1401,横浜市,69.0
2021,11,4,30100,だいこん,1701,金沢市,89.0
2021,11,4,30100,だいこん,2301,名古屋市,72.0
2021,11,4,30100,だいこん,2601,京都市,61.0
2021,11,4,30100,だいこん,2701,大阪市,82.0
2021,11,4,30100,だいこん,2801,神戸市,76.0
2021,11,4,30100,だいこん,3401,広島市,73.0
2021,11,4,30100,だいこん,3701,高松市,94.0
2021,11,4,30100,だいこん,4001,北九州市,56.0
2021,11,4,30100,だいこん,4002,福岡市,59.0
2021,11,4,30100,だいこん,4701,沖縄県,114.0
2021,11,4,30100,だいこん,5101,札幌市,52.0
2021,11,5,30100,だいこん,0401,仙台市,70.0
2021,11,5,30100,だいこん,1301,東京都,66.0
2021,11,5,30100,だいこん,1401,横浜市,69.0
2021,11,5,30100,だいこん,1701,金沢市,87.0
2021,11,5,30100,だいこん,2301,名古屋市,74.0
2021,11,5,30100,だいこん,2601,京都市,57.0
2021,11,5,30100,だいこん,2701,大阪市,71.0
2021,11,5,30100,だいこん,2801,神戸市,67.0
2021,11,5,30100,だいこん,3401,広島市,71.0
2021,11,5,30100,だいこん,3701,高松市,86.0
2021,11,5,30100,だいこん,4001,北九州市,57.0
2021,11,5,30100,だいこん,4002,福岡市,54.0
2021,11,5,30100,だいこん,4701,沖縄県,100.0
2021,11,5,30100,だいこん,5101,札幌市,46.0
2021,11,6,30100,だいこん,0401,仙台市,60.0
2021,11,6,30100,だいこん,1301,東京都,67.0
2021,11,6,30100,だいこん,1401,横浜市,64.0
2021,11,6,30100,だいこん,1701,金沢市,81.0
2021,11,6,30100,だいこん,2301,名古屋市,71.0
2021,11,6,30100,だいこん,2601,京都市,50.0
2021,11,6,30100,だいこん,2701,大阪市,72.0
2021,11,6,30100,だいこん,2801,神戸市,59.0
2021,11,6,30100,だいこん,3401,広島市,65.0
2021,11,6,30100,だいこん,3701,高松市,87.0
2021,11,6,30100,だいこん,4001,北九州市,56.0
2021,11,6,30100,だいこん,4002,福岡市,46.0
2021,11,6,30100,だいこん,4701,沖縄県,106.0
2021,11,6,30100,だいこん,5101,札幌市,53.0
2021,11,8,30100,だいこん,0401,仙台市,66.0
2021,11,8,30100,だいこん,1301,東京都,59.0
2021,11,8,30100,だいこん,1401,横浜市,61.0
2021,11,8,30100,だいこん,1701,金沢市,83.0
2021,11,8,30100,だいこん,2301,名古屋市,58.0
2021,11,8,30100,だいこん,2601,京都市,57.0
2021,11,8,30100,だいこん,2701,大阪市,64.0
2021,11,8,30100,だいこん,2801,神戸市,58.0
2021,11,8,30100,だいこん,3401,広島市,61.0
2021,11,8,30100,だいこん,3701,高松市,99.0
2021,11,8,30100,だいこん,4001,北九州市,56.0
2021,11,8,30100,だいこん,4002,福岡市,48.0
2021,11,8,30100,だいこん,4701,沖縄県,93.0
2021,11,8,30100,だいこん,5101,札幌市,57.0
2021,11,9,30100,だいこん,0401,仙台市,61.0
2021,11,9,30100,だいこん,1301,東京都,65.0
2021,11,9,30100,だいこん,1401,横浜市,64.0
2021,11,9,30100,だいこん,1701,金沢市,80.0
2021,11,9,30100,だいこん,2301,名古屋市,69.0
2021,11,9,30100,だいこん,2601,京都市,47.0
2021,11,9,30100,だいこん,2701,大阪市,68.0
2021,11,9,30100,だいこん,2801,神戸市,69.0
2021,11,9,30100,だいこん,3401,広島市,62.0
2021,11,9,30100,だいこん,3701,高松市,89.0
2021,11,9,30100,だいこん,4001,北九州市,55.0
2021,11,9,30100,だいこん,4002,福岡市,52.0
2021,11,9,30100,だいこん,4701,沖縄県,95.0
2021,11,9,30100,だいこん,5101,札幌市,56.0
2021,11,11,30100,だいこん,0401,仙台市,50.0
2021,11,11,30100,だいこん,1301,東京都,62.0
2021,11,11,30100,だいこん,1401,横浜市,66.0
2021,11,11,30100,だいこん,1701,金沢市,75.0
2021,11,11,30100,だいこん,2301,名古屋市,66.0
2021,11,11,30100,だいこん,2601,京都市,51.0
2021,11,11,30100,だいこん,2701,大阪市,64.0
2021,11,11,30100,だいこん,2801,神戸市,58.0
2021,11,11,30100,だいこん,3401,広島市,65.0
2021,11,11,30100,だいこん,3701,高松市,90.0
2021,11,11,30100,だいこん,4001,北九州市,61.0
2021,11,11,30100,だいこん,4002,福岡市,49.0
2021,11,11,30100,だいこん,4701,沖縄県,99.0
2021,11,11,30100,だいこん,5101,札幌市,57.0
2021,11,12,30100,だいこん,0401,仙台市,61.0
2021,11,12,30100,だいこん,1301,東京都,58.0
2021,11,12,30100,だいこん,1401,横浜市,65.0
2021,11,12,30100,だいこん,1701,金沢市,79.0
2021,11,12,30100,だいこん,2301,名古屋市,65.0
2021,11,12,30100,だいこん,2601,京都市,57.0
2021,11,12,30100,だいこん,2701,大阪市,61.0
2021,11,12,30100,だいこん,2801,神戸市,62.0
2021,11,12,30100,だいこん,3401,広島市,61.0
2021,11,12,30100,だいこん,3701,高松市,70.0
2021,11,12,30100,だいこん,4001,北九州市,56.0
2021,11,12,30100,だいこん,4002,福岡市,50.0
2021,11,12,30100,だいこん,4701,沖縄県,60.0
2021,11,12,30100,だいこん,5101,札幌市,60.0
2021,11,13,30100,だいこん,0401,仙台市,60.0
2021,11,13,30100,だいこん,1301,東京都,61.0
2021,11,13,30100,だいこん,1401,横浜市,59.0
2021,11,13,30100,だいこん,1701,金沢市,71.0
2021,11,13,30100,だいこん,2301,名古屋市,63.0
2021,11,13,30100,だいこん,2601,京都市,55.0
2021,11,13,30100,だいこん,2701,大阪市,60.0
2021,11,13,30100,だいこん,2801,神戸市,59.0
2021,11,13,30100,だいこん,3401,広島市,62.0
2021,11,13,30100,だいこん,3701,高松市,79.0
2021,11,13,30100,だいこん,4001,北九州市,51.0
2021,11,13,30100,だいこん,4002,福岡市,48.0
2021,11,13,30100,だいこん,4701,沖縄県,97.0
2021,11,13,30100,だいこん,5101,札幌市,67.0
2021,11,15,30100,だいこん,0401,仙台市,56.0
2021,11,15,30100,だいこん,1301,東京都,58.0
2021,11,15,30100,だいこん,1401,横浜市,60.0
2021,11,15,30100,だいこん,1701,金沢市,66.0
2021,11,15,30100,だいこん,2301,名古屋市,56.0
2021,11,15,30100,だいこん,2601,京都市,62.0
2021,11,15,30100,だいこん,2701,大阪市,64.0
2021,11,15,30100,だいこん,2801,神戸市,60.0
2021,11,15,30100,だいこん,3401,広島市,60.0
2021,11,15,30100,だいこん,3701,高松市,64.0
2021,11,15,30100,だいこん,4001,北九州市,52.0
2021,11,15,30100,だいこん,4002,福岡市,44.0
2021,11,15,30100,だいこん,4701,沖縄県,98.0
2021,11,15,30100,だいこん,5101,札幌市,70.0
2021,11,16,30100,だいこん,0401,仙台市,54.0
2021,11,16,30100,だいこん,1301,東京都,57.0
2021,11,16,30100,だいこん,1401,横浜市,63.0
2021,11,16,30100,だいこん,1701,金沢市,64.0
2021,11,16,30100,だいこん,2301,名古屋市,57.0
2021,11,16,30100,だいこん,2601,京都市,49.0
2021,11,16,30100,だいこん,2701,大阪市,69.0
2021,11,16,30100,だいこん,2801,神戸市,62.0
2021,11,16,30100,だいこん,3401,広島市,69.0
2021,11,16,30100,だいこん,3701,高松市,66.0
2021,11,16,30100,だいこん,4001,北九州市,49.0
2021,11,16,30100,だいこん,4002,福岡市,43.0
2021,11,16,30100,だいこん,4701,沖縄県,86.0
2021,11,16,30100,だいこん,5101,札幌市,69.0
2021,11,18,30100,だいこん,0401,仙台市,54.0
2021,11,18,30100,だいこん,1301,東京都,54.0
2021,11,18,30100,だいこん,1401,横浜市,56.0
2021,11,18,30100,だいこん,1701,金沢市,61.0
2021,11,18,30100,だいこん,2301,名古屋市,55.0
2021,11,18,30100,だいこん,2601,京都市,53.0
2021,11,18,30100,だいこん,2701,大阪市,64.0
2021,11,18,30100,だいこん,2801,神戸市,56.0
2021,11,18,30100,だいこん,3401,広島市,57.0
2021,11,18,30100,だいこん,3701,高松市,55.0
2021,11,18,30100,だいこん,4001,北九州市,48.0
2021,11,18,30100,だいこん,4002,福岡市,46.0
2021,11,18,30100,だいこん,4701,沖縄県,90.0
2021,11,18,30100,だいこん,5101,札幌市,69.0
2021,11,19,30100,だいこん,0401,仙台市,59.0
2021,11,19,30100,だいこん,1301,東京都,52.0
2021,11,19,30100,だいこん,1401,横浜市,57.0
2021,11,19,30100,だいこん,1701,金沢市,62.0
2021,11,19,30100,だいこん,2301,名古屋市,56.0
2021,11,19,30100,だいこん,2601,京都市,53.0
2021,11,19,30100,だいこん,2701,大阪市,59.0
2021,11,19,30100,だいこん,2801,神戸市,54.0
2021,11,19,30100,だいこん,3401,広島市,58.0
2021,11,19,30100,だいこん,3701,高松市,38.0
2021,11,19,30100,だいこん,4001,北九州市,51.0
2021,11,19,30100,だいこん,4002,福岡市,45.0
2021,11,19,30100,だいこん,4701,沖縄県,82.0
2021,11,19,30100,だいこん,5101,札幌市,73.0
2021,11,20,30100,だいこん,0401,仙台市,54.0
2021,11,20,30100,だいこん,1301,東京都,51.0
2021,11,20,30100,だいこん,1401,横浜市,51.0
2021,11,20,30100,だいこん,1701,金沢市,60.0
2021,11,20,30100,だいこん,2301,名古屋市,57.0
2021,11,20,30100,だいこん,2601,京都市,50.0
2021,11,20,30100,だいこん,2701,大阪市,67.0
2021,11,20,30100,だいこん,2801,神戸市,59.0
2021,11,20,30100,だいこん,3401,広島市,74.0
2021,11,20,30100,だいこん,3701,高松市,53.0
2021,11,20,30100,だいこん,4001,北九州市,46.0
2021,11,20,30100,だいこん,4002,福岡市,40.0
2021,11,20,30100,だいこん,4701,沖縄県,75.0
2021,11,20,30100,だいこん,5101,札幌市,69.0
2021,11,22,30100,だいこん,0401,仙台市,48.0
2021,11,22,30100,だいこん,1301,東京都,50.0
