年,月,日,品目コード,品目名,価格,文字数
2021,11,12,30200,かぶ,146.30769230769232,2.0
2021,11,13,30200,かぶ,130.07692307692307,2.0
2021,11,15,30200,かぶ,137.07142857142858,2.0
2021,11,16,30200,かぶ,129.30769230769232,2.0
2021,11,18,30200,かぶ,139.0,2.0
2021,11,19,30200,かぶ,131.0,2.0
2021,11,20,30200,かぶ,120.53846153846153,2.0
2021,11,22,30200,かぶ,140.14285714285714,2.0
2021,11,24,30200,かぶ,133.6153846153846,2.0
2021,11,25,30200,かぶ,131.07142857142858,2.0
2021,11,26,30200,かぶ,117.92307692307692,2.0
2021,11,27,30200,かぶ,114.46153846153847,2.0
2021,11,29,30200,かぶ,120.78571428571429,2.0
2021,11,30,30200,かぶ,130.6153846153846,2.0
2021,12,2,30200,かぶ,133.57142857142858,2.0
2021,12,3,30200,かぶ,128.0,2.0
2021,12,4,30200,かぶ,118.38461538461539,2.0
2021,12,6,30200,かぶ,131.85714285714286,2.0
2021,12,7,30200,かぶ,130.21428571428572,2.0
2021,12,9,30200,かぶ,139.57142857142858,2.0
2021,12,10,30200,かぶ,124.07692307692308,2.0
2021,12,11,30200,かぶ,121.6923076923077,2.0
2021,12,13,30200,かぶ,136.64285714285714,2.0
2021,12,14,30200,かぶ,142.57142857142858,2.0
2021,12,16,30200,かぶ,131.35714285714286,2.0
2021,12,17,30200,かぶ,152.85714285714286,2.0
2021,10,1,30300,にんじん,103.0,4.0
2021,10,2,30300,にんじん,99.21428571428571,4.0
2021,10,4,30300,にんじん,99.64285714285714,4.0
2021,10,5,30300,にんじん,97.64285714285714,4.0
2021,10,7,30300,にんじん,97.21428571428571,4.0
2021,10,8,30300,にんじん,95.71428571428571,4.0
2021,10,9,30300,にんじん,91.42857142857143,4.0
2021,10,11,30300,にんじん,110.42857142857143,4.0
2021,10,12,30300,にんじん,91.35714285714286,4.0
2021,10,14,30300,にんじん,90.14285714285714,4.0
2021,10,15,30300,にんじん,84.71428571428571,4.0
2021,10,16,30300,にんじん,81.71428571428571,4.0
2021,10,18,30300,にんじん,79.85714285714286,4.0
2021,10,19,30300,にんじん,82.35714285714286,4.0
2021,10,21,30300,にんじん,78.35714285714286,4.0
2021,10,22,30300,にんじん,78.64285714285714,4.0
2021,10,23,30300,にんじん,75.14285714285714,4.0
2021,10,25,30300,にんじん,83.28571428571429,4.0
2021,10,26,30300,にんじん,80.14285714285714,4.0
2021,10,28,30300,にんじん,86.21428571428571,4.0
2021,10,29,30300,にんじん,97.28571428571429,4.0
2021,10,30,30300,にんじん,91.71428571428571,4.0
2021,11,1,30300,にんじん,97.28571428571429,4.0
2021,11,2,30300,にんじん,104.14285714285714,4.0
2021,11,4,30300,にんじん,112.92857142857143,4.0
2021,11,5,30300,にんじん,118.21428571428571,4.0
2021,11,6,30300,にんじん,115.71428571428571,4.0
2021,11,8,30300,にんじん,124.07142857142857,4.0
2021,11,9,30300,にんじん,128.92857142857142,4.0
2021,11,11,30300,にんじん,129.71428571428572,4.0
2021,11,12,30300,にんじん,118.42857142857143,4.0
2021,11,13,30300,にんじん,124.64285714285714,4.0
2021,11,15,30300,にんじん,124.07142857142857,4.0
2021,11,16,30300,にんじん,117.92857142857143,4.0
2021,11,18,30300,にんじん,116.14285714285714,4.0
2021,11,19,30300,にんじん,116.21428571428571,4.0
2021,11,20,30300,にんじん,112.85714285714286,4.0
2021,11,22,30300,にんじん,117.64285714285714,4.0
2021,11,24,30300,にんじん,105.53846153846153,4.0
2021,11,25,30300,にんじん,113.14285714285714,4.0
2021,11,26,30300,にんじん,103.0,4.0
2021,11,27,30300,にんじん,105.85714285714286,4.0
2021,11,29,30300,にんじん,99.78571428571429,4.0
2021,11,30,30300,にんじん,102.71428571428571,4.0
2021,12,2,30300,にんじん,102.5,4.0
2021,12,3,30300,にんじん,105.78571428571429,4.0
2021,12,4,30300,にんじん,99.0,4.0
2021,12,6,30300,にんじん,97.57142857142857,4.0
2021,12,7,30300,にんじん,100.64285714285714,4.0
2021,12,9,30300,にんじん,98.78571428571429,4.0
2021,12,10,30300,にんじん,95.21428571428571,4.0
2021,12,11,30300,にんじん,101.85714285714286,4.0
2021,12,13,30300,にんじん,100.78571428571429,4.0
2021,12,14,30300,にんじん,113.64285714285714,4.0
2021,12,16,30300,にんじん,112.64285714285714,4.0
2021,12,17,30300,にんじん,115.92857142857143,4.0
2021,10,1,30400,ごぼう,297.7142857142857,3.0
2021,10,2,30400,ごぼう,287.2857142857143,3.0
2021,10,4,30400,ごぼう,312.5,3.0
2021,10,5,30400,ごぼう,271.92857142857144,3.0
2021,10,7,30400,ごぼう,281.64285714285717,3.0
2021,10,8,30400,ごぼう,282.42857142857144,3.0
2021,10,9,30400,ごぼう,254.57142857142858,3.0
2021,10,11,30400,ごぼう,270.0,3.0
2021,10,12,30400,ごぼう,247.85714285714286,3.0
2021,10,14,30400,ごぼう,258.14285714285717,3.0
2021,10,15,30400,ごぼう,239.35714285714286,3.0
2021,10,16,30400,ごぼう,269.35714285714283,3.0
2021,10,18,30400,ごぼう,240.0,3.0
2021,10,19,30400,ごぼう,240.5,3.0
2021,10,21,30400,ごぼう,240.78571428571428,3.0
2021,10,22,30400,ごぼう,255.57142857142858,3.0
2021,10,23,30400,ごぼう,230.92857142857142,3.0
2021,10,25,30400,ごぼう,223.78571428571428,3.0
2021,10,26,30400,ごぼう,209.5,3.0
2021,10,28,30400,ごぼう,224.71428571428572,3.0
2021,10,29,30400,ごぼう,207.92857142857142,3.0
2021,10,30,30400,ごぼう,216.14285714285714,3.0
2021,11,1,30400,ごぼう,202.35714285714286,3.0
2021,11,2,30400,ごぼう,211.5,3.0
2021,11,4,30400,ごぼう,197.57142857142858,3.0
2021,11,5,30400,ごぼう,202.5,3.0
2021,11,6,30400,ごぼう,218.5,3.0
2021,11,8,30400,ごぼう,191.5,3.0
2021,11,9,30400,ごぼう,191.57142857142858,3.0
2021,11,11,30400,ごぼう,224.64285714285714,3.0
2021,11,12,30400,ごぼう,225.5,3.0
2021,11,13,30400,ごぼう,196.57142857142858,3.0
2021,11,15,30400,ごぼう,216.28571428571428,3.0
2021,11,16,30400,ごぼう,211.42857142857142,3.0
2021,11,18,30400,ごぼう,215.78571428571428,3.0
2021,11,19,30400,ごぼう,208.92857142857142,3.0
2021,11,20,30400,ごぼう,216.92857142857142,3.0
2021,11,22,30400,ごぼう,236.42857142857142,3.0
2021,11,24,30400,ごぼう,193.6153846153846,3.0
2021,11,25,30400,ごぼう,256.2857142857143,3.0
2021,11,26,30400,ごぼう,238.92857142857142,3.0
2021,11,27,30400,ごぼう,235.0,3.0
2021,11,29,30400,ごぼう,243.14285714285714,3.0
2021,11,30,30400,ごぼう,226.07142857142858,3.0
2021,12,2,30400,ごぼう,244.35714285714286,3.0
2021,12,3,30400,ごぼう,245.07142857142858,3.0
2021,12,4,30400,ごぼう,241.35714285714286,3.0
2021,12,6,30400,ごぼう,210.78571428571428,3.0
2021,12,7,30400,ごぼう,294.64285714285717,3.0
2021,12,9,30400,ごぼう,250.07142857142858,3.0
2021,12,10,30400,ごぼう,266.42857142857144,3.0
2021,12,11,30400,ごぼう,263.64285714285717,3.0
2021,12,13,30400,ごぼう,262.92857142857144,3.0
2021,12,14,30400,ごぼう,243.35714285714286,3.0
2021,12,16,30400,ごぼう,229.07142857142858,3.0
2021,12,17,30400,ごぼう,256.64285714285717,3.0
2021,10,2,30500,たけのこ,480.0,4.0
2021,10,5,30500,たけのこ,562.0,4.0
2021,10,7,30500,たけのこ,1202.3333333333333,4.0
2021,10,8,30500,たけのこ,1562.0,4.0
2021,10,9,30500,たけのこ,1391.6666666666667,4.0
2021,10,11,30500,たけのこ,1449.3333333333333,4.0
2021,10,12,30500,たけのこ,1380.7272727272727,4.0
2021,10,14,30500,たけのこ,1326.5454545454545,4.0
2021,10,15,30500,たけのこ,1236.8181818181818,4.0
2021,10,16,30500,たけのこ,1213.5833333333333,4.0
2021,10,18,30500,たけのこ,1266.909090909091,4.0
2021,10,19,30500,たけのこ,1210.9166666666667,4.0
2021,10,21,30500,たけのこ,1280.2727272727273,4.0
2021,10,22,30500,たけのこ,1283.4545454545455,4.0
2021,10,23,30500,たけのこ,1317.5454545454545,4.0
2021,10,25,30500,たけのこ,1328.5,4.0
2021,10,26,30500,たけのこ,1277.3,4.0
2021,10,28,30500,たけのこ,1379.3636363636363,4.0
2021,10,29,30500,たけのこ,1380.3333333333333,4.0
2021,10,30,30500,たけのこ,1360.5,4.0
2021,11,1,30500,たけのこ,1380.5714285714287,4.0
2021,11,2,30500,たけのこ,1417.625,4.0
2021,11,4,30500,たけのこ,1467.375,4.0
2021,11,5,30500,たけのこ,1430.1666666666667,4.0
2021,11,6,30500,たけのこ,1418.888888888889,4.0
2021,11,8,30500,たけのこ,1424.6666666666667,4.0
2021,11,9,30500,たけのこ,1490.0,4.0
2021,11,11,30500,たけのこ,1606.1666666666667,4.0
2021,11,12,30500,たけのこ,1641.5,4.0
2021,11,13,30500,たけのこ,1830.0,4.0
2021,11,15,30500,たけのこ,1912.2,4.0
2021,11,16,30500,たけのこ,2196.2,4.0
2021,11,18,30500,たけのこ,1693.6,4.0
2021,11,19,30500,たけのこ,1715.5,4.0
2021,11,20,30500,たけのこ,5400.0,4.0
2021,11,22,30500,たけのこ,2299.0,4.0
2021,11,24,30500,たけのこ,1951.5,4.0
2021,11,25,30500,たけのこ,3862.25,4.0
2021,11,26,30500,たけのこ,1699.75,4.0
2021,11,27,30500,たけのこ,2294.1428571428573,4.0
2021,11,29,30500,たけのこ,2135.0,4.0
2021,11,30,30500,たけのこ,2052.6,4.0
2021,12,2,30500,たけのこ,1573.8,4.0
2021,12,3,30500,たけのこ,1476.2857142857142,4.0
2021,12,4,30500,たけのこ,2093.4285714285716,4.0
2021,12,6,30500,たけのこ,1825.2222222222222,4.0
2021,12,7,30500,たけのこ,2436.8333333333335,4.0
2021,12,9,30500,たけのこ,2166.8333333333335,4.0
2021,12,10,30500,たけのこ,1702.375,4.0
2021,12,11,30500,たけのこ,2876.6,4.0
2021,12,13,30500,たけのこ,2132.25,4.0
2021,12,14,30500,たけのこ,2254.5555555555557,4.0
2021,12,16,30500,たけのこ,2231.25,4.0
2021,12,17,30500,たけのこ,2144.4,4.0
2021,10,1,30600,れんこん,420.46153846153845,4.0
2021,10,2,30600,れんこん,428.15384615384613,4.0
2021,10,4,30600,れんこん,420.38461538461536,4.0
2021,10,5,30600,れんこん,425.53846153846155,4.0
2021,10,7,30600,れんこん,402.38461538461536,4.0
2021,10,8,30600,れんこん,402.9230769230769,4.0
2021,10,9,30600,れんこん,406.53846153846155,4.0
2021,10,11,30600,れんこん,399.0,4.0
2021,10,12,30600,れんこん,400.3076923076923,4.0
2021,10,14,30600,れんこん,378.7142857142857,4.0
2021,10,15,30600,れんこん,386.3076923076923,4.0
2021,10,16,30600,れんこん,385.6923076923077,4.0
2021,10,18,30600,れんこん,380.38461538461536,4.0
2021,10,19,30600,れんこん,395.0,4.0
2021,10,21,30600,れんこん,377.14285714285717,4.0
2021,10,22,30600,れんこん,397.0769230769231,4.0
2021,10,23,30600,れんこん,391.92857142857144,4.0
2021,10,25,30600,れんこん,382.2857142857143,4.0
2021,10,26,30600,れんこん,417.53846153846155,4.0
2021,10,28,30600,れんこん,383.92857142857144,4.0
2021,10,29,30600,れんこん,400.3076923076923,4.0
2021,10,30,30600,れんこん,409.7142857142857,4.0
2021,11,1,30600,れんこん,415.42857142857144,4.0
2021,11,2,30600,れんこん,423.38461538461536,4.0
2021,11,4,30600,れんこん,426.2142857142857,4.0
2021,11,5,30600,れんこん,436.6923076923077,4.0
2021,11,6,30600,れんこん,444.64285714285717,4.0
2021,11,8,30600,れんこん,427.5,4.0
2021,11,9,30600,れんこん,450.53846153846155,4.0
2021,11,11,30600,れんこん,430.3076923076923,4.0
2021,11,12,30600,れんこん,436.0,4.0
2021,11,13,30600,れんこん,430.7692307692308,4.0
2021,11,15,30600,れんこん,421.2857142857143,4.0
2021,11,16,30600,れんこん,443.7692307692308,4.0
2021,11,18,30600,れんこん,426.14285714285717,4.0
2021,11,19,30600,れんこん,430.46153846153845,4.0
2021,11,20,30600,れんこん,437.07142857142856,4.0
2021,11,22,30600,れんこん,433.7692307692308,4.0
2021,11,24,30600,れんこん,437.3076923076923,4.0
2021,11,25,30600,れんこん,433.85714285714283,4.0
2021,11,26,30600,れんこん,422.3076923076923,4.0
2021,11,27,30600,れんこん,419.57142857142856,4.0
2021,11,29,30600,れんこん,433.57142857142856,4.0
2021,11,30,30600,れんこん,429.46153846153845,4.0
2021,12,2,30600,れんこん,424.53846153846155,4.0
2021,12,3,30600,れんこん,437.7857142857143,4.0
2021,12,4,30600,れんこん,443.0769230769231,4.0
2021,12,6,30600,れんこん,424.38461538461536,4.0
2021,12,7,30600,れんこん,445.14285714285717,4.0
2021,12,9,30600,れんこん,441.85714285714283,4.0
2021,12,10,30600,れんこん,448.3076923076923,4.0
2021,12,11,30600,れんこん,449.3076923076923,4.0
2021,12,13,30600,れんこん,444.7857142857143,4.0
2021,12,14,30600,れんこん,465.84615384615387,4.0
2021,12,16,30600,れんこん,461.7857142857143,4.0
2021,12,17,30600,れんこん,498.0,4.0
2021,10,1,31100,はくさい,109.14285714285714,4.0
2021,10,2,31100,はくさい,113.0,4.0
2021,10,4,31100,はくさい,108.64285714285714,4.0
2021,10,5,31100,はくさい,100.42857142857143,4.0
2021,10,7,31100,はくさい,90.0,4.0
2021,10,8,31100,はくさい,87.0,4.0
2021,10,9,31100,はくさい,83.78571428571429,4.0
2021,10,11,31100,はくさい,75.64285714285714,4.0
2021,10,12,31100,はくさい,70.71428571428571,4.0
2021,10,14,31100,はくさい,70.35714285714286,4.0
2021,10,15,31100,はくさい,66.35714285714286,4.0
2021,10,16,31100,はくさい,59.92857142857143,4.0
2021,10,18,31100,はくさい,55.92857142857143,4.0
2021,10,19,31100,はくさい,54.5,4.0
2021,10,21,31100,はくさい,49.857142857142854,4.0
2021,10,22,31100,はくさい,50.0,4.0
2021,10,23,31100,はくさい,50.0,4.0
2021,10,25,31100,はくさい,55.642857142857146,4.0
2021,10,26,31100,はくさい,61.285714285714285,4.0
2021,10,28,31100,はくさい,66.07142857142857,4.0
2021,10,29,31100,はくさい,67.92857142857143,4.0
2021,10,30,31100,はくさい,66.07142857142857,4.0
2021,11,1,31100,はくさい,65.42857142857143,4.0
2021,11,2,31100,はくさい,63.5,4.0
2021,11,4,31100,はくさい,62.5,4.0
2021,11,5,31100,はくさい,60.5,4.0
2021,11,6,31100,はくさい,59.642857142857146,4.0
2021,11,8,31100,はくさい,58.42857142857143,4.0
2021,11,9,31100,はくさい,57.92857142857143,4.0
2021,11,11,31100,はくさい,61.142857142857146,4.0
2021,11,12,31100,はくさい,61.07142857142857,4.0
2021,11,13,31100,はくさい,61.785714285714285,4.0
2021,11,15,31100,はくさい,62.142857142857146,4.0
2021,11,16,31100,はくさい,62.214285714285715,4.0
2021,11,18,31100,はくさい,60.285714285714285,4.0
2021,11,19,31100,はくさい,57.142857142857146,4.0
2021,11,20,31100,はくさい,56.42857142857143,4.0
2021,11,22,31100,はくさい,55.92857142857143,4.0
2021,11,24,31100,はくさい,53.46153846153846,4.0
2021,11,25,31100,はくさい,53.357142857142854,4.0
2021,11,26,31100,はくさい,50.07142857142857,4.0
2021,11,27,31100,はくさい,49.0,4.0
2021,11,29,31100,はくさい,46.92857142857143,4.0
2021,11,30,31100,はくさい,46.07142857142857,4.0
2021,12,2,31100,はくさい,45.642857142857146,4.0
2021,12,3,31100,はくさい,45.785714285714285,4.0
2021,12,4,31100,はくさい,46.42857142857143,4.0
2021,12,6,31100,はくさい,46.07142857142857,4.0
2021,12,7,31100,はくさい,44.142857142857146,4.0
2021,12,9,31100,はくさい,45.57142857142857,4.0
2021,12,10,31100,はくさい,42.5,4.0
2021,12,11,31100,はくさい,43.0,4.0
2021,12,13,31100,はくさい,43.357142857142854,4.0
2021,12,14,31100,はくさい,40.57142857142857,4.0
2021,12,16,31100,はくさい,40.285714285714285,4.0
2021,12,17,31100,はくさい,39.5,4.0
2021,10,1,31300,みずな,435.7142857142857,3.0
2021,10,2,31300,みずな,416.7857142857143,3.0
2021,10,4,31300,みずな,372.0,3.0
2021,10,5,31300,みずな,375.0,3.0
2021,10,7,31300,みずな,332.64285714285717,3.0
2021,10,8,31300,みずな,329.7142857142857,3.0
2021,10,9,31300,みずな,309.64285714285717,3.0
2021,10,11,31300,みずな,295.2857142857143,3.0
2021,10,12,31300,みずな,301.64285714285717,3.0
2021,10,14,31300,みずな,278.57142857142856,3.0
2021,10,15,31300,みずな,309.64285714285717,3.0
2021,10,16,31300,みずな,317.7142857142857,3.0
2021,10,18,31300,みずな,318.35714285714283,3.0
2021,10,19,31300,みずな,363.64285714285717,3.0
2021,10,21,31300,みずな,389.0,3.0
2021,10,22,31300,みずな,435.85714285714283,3.0
2021,10,23,31300,みずな,475.42857142857144,3.0
2021,10,25,31300,みずな,554.8571428571429,3.0
2021,10,26,31300,みずな,601.5,3.0
2021,10,28,31300,みずな,609.3571428571429,3.0
2021,10,29,31300,みずな,621.7857142857143,3.0
2021,10,30,31300,みずな,554.5,3.0
2021,11,1,31300,みずな,564.0714285714286,3.0
2021,11,2,31300,みずな,539.0,3.0
2021,11,4,31300,みずな,479.14285714285717,3.0
2021,11,5,31300,みずな,462.5,3.0
2021,11,6,31300,みずな,417.5,3.0
2021,11,8,31300,みずな,414.85714285714283,3.0
2021,11,9,31300,みずな,428.57142857142856,3.0
2021,11,11,31300,みずな,415.35714285714283,3.0
2021,11,12,31300,みずな,382.2857142857143,3.0
2021,11,13,31300,みずな,409.0,3.0
2021,11,15,31300,みずな,414.07142857142856,3.0
2021,11,16,31300,みずな,425.57142857142856,3.0
2021,11,18,31300,みずな,436.57142857142856,3.0
2021,11,19,31300,みずな,434.0,3.0
2021,11,20,31300,みずな,447.14285714285717,3.0
2021,11,22,31300,みずな,475.57142857142856,3.0
2021,11,24,31300,みずな,452.61538461538464,3.0
2021,11,25,31300,みずな,481.35714285714283,3.0
2021,11,26,31300,みずな,455.85714285714283,3.0
2021,11,27,31300,みずな,449.07142857142856,3.0
2021,11,29,31300,みずな,458.57142857142856,3.0
2021,11,30,31300,みずな,448.92857142857144,3.0
2021,12,2,31300,みずな,429.0,3.0
2021,12,3,31300,みずな,444.42857142857144,3.0
2021,12,4,31300,みずな,444.0,3.0
2021,12,6,31300,みずな,446.2857142857143,3.0
2021,12,7,31300,みずな,436.35714285714283,3.0
2021,12,9,31300,みずな,428.2142857142857,3.0
2021,12,10,31300,みずな,419.64285714285717,3.0
2021,12,11,31300,みずな,419.92857142857144,3.0
2021,12,13,31300,みずな,408.0,3.0
2021,12,14,31300,みずな,426.64285714285717,3.0
2021,12,16,31300,みずな,393.0,3.0
2021,12,17,31300,みずな,407.2142857142857,3.0
2021,10,1,31500,こまつな,350.5,4.0
2021,10,2,31500,こまつな,330.7857142857143,4.0
2021,10,4,31500,こまつな,308.7857142857143,4.0
2021,10,5,31500,こまつな,326.7857142857143,4.0
2021,10,7,31500,こまつな,273.64285714285717,4.0
2021,10,8,31500,こまつな,252.71428571428572,4.0
2021,10,9,31500,こまつな,244.0,4.0
2021,10,11,31500,こまつな,222.5,4.0
2021,10,12,31500,こまつな,235.85714285714286,4.0
2021,10,14,31500,こまつな,207.92857142857142,4.0
2021,10,15,31500,こまつな,187.42857142857142,4.0
2021,10,16,31500,こまつな,184.07142857142858,4.0
2021,10,18,31500,こまつな,205.28571428571428,4.0
2021,10,19,31500,こまつな,219.85714285714286,4.0
2021,10,21,31500,こまつな,205.42857142857142,4.0
2021,10,22,31500,こまつな,213.92857142857142,4.0
2021,10,23,31500,こまつな,212.64285714285714,4.0
2021,10,25,31500,こまつな,239.78571428571428,4.0
2021,10,26,31500,こまつな,275.14285714285717,4.0
2021,10,28,31500,こまつな,263.7142857142857,4.0
2021,10,29,31500,こまつな,250.57142857142858,4.0
2021,10,30,31500,こまつな,249.57142857142858,4.0
2021,11,1,31500,こまつな,261.64285714285717,4.0
2021,11,2,31500,こまつな,249.42857142857142,4.0
2021,11,4,31500,こまつな,241.21428571428572,4.0
2021,11,5,31500,こまつな,235.35714285714286,4.0
2021,11,6,31500,こまつな,228.42857142857142,4.0
2021,11,8,31500,こまつな,244.5,4.0
2021,11,9,31500,こまつな,260.5,4.0
2021,11,11,31500,こまつな,265.5,4.0
2021,11,12,31500,こまつな,237.78571428571428,4.0
2021,11,13,31500,こまつな,240.64285714285714,4.0
2021,11,15,31500,こまつな,245.85714285714286,4.0
2021,11,16,31500,こまつな,277.07142857142856,4.0
2021,11,18,31500,こまつな,261.2142857142857,4.0
2021,11,19,31500,こまつな,255.07142857142858,4.0
2021,11,20,31500,こまつな,253.07142857142858,4.0
2021,11,22,31500,こまつな,287.0,4.0
2021,11,24,31500,こまつな,275.6923076923077,4.0
2021,11,25,31500,こまつな,268.85714285714283,4.0
2021,11,26,31500,こまつな,256.7142857142857,4.0
2021,11,27,31500,こまつな,256.0,4.0
2021,11,29,31500,こまつな,277.85714285714283,4.0
2021,11,30,31500,こまつな,291.5,4.0
2021,12,2,31500,こまつな,282.07142857142856,4.0
2021,12,3,31500,こまつな,262.7857142857143,4.0
2021,12,4,31500,こまつな,272.64285714285717,4.0
2021,12,6,31500,こまつな,287.64285714285717,4.0
2021,12,7,31500,こまつな,302.0,4.0
2021,12,9,31500,こまつな,313.92857142857144,4.0
2021,12,10,31500,こまつな,307.2857142857143,4.0
2021,12,11,31500,こまつな,320.2857142857143,4.0
2021,12,13,31500,こまつな,336.2857142857143,4.0
2021,12,14,31500,こまつな,340.42857142857144,4.0
2021,12,16,31500,こまつな,322.07142857142856,4.0
2021,12,17,31500,こまつな,315.5,4.0
2021,10,1,31560,ちんげんさい,353.5,6.0
2021,10,2,31560,ちんげんさい,368.7142857142857,6.0
2021,10,4,31560,ちんげんさい,340.64285714285717,6.0
2021,10,5,31560,ちんげんさい,347.35714285714283,6.0
2021,10,7,31560,ちんげんさい,313.14285714285717,6.0
2021,10,8,31560,ちんげんさい,298.57142857142856,6.0
2021,10,9,31560,ちんげんさい,282.57142857142856,6.0
2021,10,11,31560,ちんげんさい,284.07142857142856,6.0
2021,10,12,31560,ちんげんさい,279.35714285714283,6.0
2021,10,14,31560,ちんげんさい,251.0,6.0
2021,10,15,31560,ちんげんさい,252.28571428571428,6.0
2021,10,16,31560,ちんげんさい,241.64285714285714,6.0
2021,10,18,31560,ちんげんさい,243.21428571428572,6.0
2021,10,19,31560,ちんげんさい,247.28571428571428,6.0
2021,10,21,31560,ちんげんさい,235.28571428571428,6.0
2021,10,22,31560,ちんげんさい,254.07142857142858,6.0
2021,10,23,31560,ちんげんさい,244.57142857142858,6.0
2021,10,25,31560,ちんげんさい,263.64285714285717,6.0
2021,10,26,31560,ちんげんさい,262.5,6.0
2021,10,28,31560,ちんげんさい,270.2142857142857,6.0
2021,10,29,31560,ちんげんさい,270.14285714285717,6.0
2021,10,30,31560,ちんげんさい,266.0,6.0
2021,11,1,31560,ちんげんさい,276.57142857142856,6.0
2021,11,2,31560,ちんげんさい,274.2857142857143,6.0
